area_name,area_code,year,alcohol_admissions,health_board
Shieldhill,S02001722,2010,211.92,Forth Valley
Braes Villages,S02001723,2010,403.77,Forth Valley
Reddingmuirhead & Overton,S02001724,2010,137.68,Forth Valley
Brightons & Wallacestone,S02001725,2010,203.58,Forth Valley
Maddiston & Rumford,S02001726,2010,187.76,Forth Valley
Polmont,S02001727,2010,128.85,Forth Valley
Redding,S02001728,2010,710.91,Forth Valley
Laurieston & Westquarter,S02001729,2010,434.7,Forth Valley
Grangemouth-Newlands,S02001730,2010,372.38,Forth Valley
Grangemouth-Town Centre,S02001731,2010,570.7,Forth Valley
Grangemouth-Kersiebank,S02001732,2010,554.12,Forth Valley
Grangemouth-Bowhouse,S02001733,2010,613.28,Forth Valley
Bo'ness-Douglas,S02001734,2010,200.34,Forth Valley
Bo'ness-Newtown,S02001735,2010,501.1,Forth Valley
Bo'ness-Kinneil,S02001736,2010,397.49,Forth Valley
"Blackness, Bo'ness-Carriden & Grahamsdyke",S02001737,2010,465.78,Forth Valley
Kincardine,S02001738,2010,571.14,Fife
Oakley Comrie & Blairhall,S02001739,2010,601.65,Fife
Saline & Gowkhall,S02001740,2010,405.33,Fife
Valleyfield Culross & Torryburn,S02001741,2010,427.01,Fife
Cairneyhill & Crombie,S02001742,2010,87.77,Fife
Crossford Charlestown & Limekilns,S02001743,2010,44.87,Fife
Dunfermline Milesmark & Wellwood,S02001744,2010,554.12,Fife
Dunfermline Baldridgeburn,S02001745,2010,951.56,Fife
Dunfermline Headwell,S02001746,2010,786.52,Fife
Dunfermline Central,S02001747,2010,791.39,Fife
Dunfermline Brucefield,S02001748,2010,557.98,Fife
Dunfermline Garvock Hill,S02001749,2010,282.29,Fife
Dunfermline Bellyeoman & Townhill,S02001750,2010,310.52,Fife
Dunfermline Duloch North & Lynebank,S02001751,2010,449.65,Fife
Dunfermline Touch & Woodmill,S02001752,2010,1881.72,Fife
Dunfermline Abbeyview North,S02001753,2010,1380.94,Fife
Dunfermline Abbeyview South,S02001754,2010,395.42,Fife
Dunfermline Duloch South,S02001755,2010,0,Fife
Dunfermline Masterton,S02001756,2010,55,Fife
Dunfermline Pitcorthie East,S02001757,2010,281.48,Fife
Dunfermline Pitcorthie West,S02001758,2010,396.19,Fife
Rosyth North,S02001759,2010,495.41,Fife
Rosyth East,S02001760,2010,533.12,Fife
Rosyth Central,S02001761,2010,1081.53,Fife
Rosyth South,S02001762,2010,978.57,Fife
North Queensferry & Inverkeithing West,S02001763,2010,473.02,Fife
Inverkeithing East,S02001764,2010,1082.27,Fife
Dalgety Bay West & Hillend,S02001765,2010,183.42,Fife
Dalgety Bay Central,S02001766,2010,205.98,Fife
Dalgety Bay East,S02001767,2010,242.22,Fife
Crossgates & Halbeath,S02001768,2010,315.28,Fife
Hill of Beath & Kingseat,S02001769,2010,653.75,Fife
Cowdenbeath South,S02001770,2010,1086.58,Fife
Cowdenbeath North,S02001771,2010,428.39,Fife
Kelty West,S02001772,2010,595.58,Fife
Kelty East,S02001773,2010,578.88,Fife
Lochore & Crosshill,S02001774,2010,928.77,Fife
Ballingry,S02001775,2010,509.93,Fife
Cardenden,S02001776,2010,954.68,Fife
Lochgelly East,S02001777,2010,795.67,Fife
Lochgelly West & Lumphinnans,S02001778,2010,957.33,Fife
Aberdour & Auchtertool,S02001779,2010,755.16,Fife
Burntisland West,S02001780,2010,768.05,Fife
Burntisland East,S02001781,2010,794.95,Fife
Kinghorn,S02001782,2010,459.88,Fife
Kirkcaldy Linktown & Seafield,S02001783,2010,1581.2,Fife
Kirkcaldy Central,S02001784,2010,585.98,Fife
Kirkcaldy Bennochy East,S02001785,2010,631.03,Fife
Kirkcaldy Bennochy West,S02001786,2010,301.55,Fife
Kirkcaldy Raith,S02001787,2010,311.28,Fife
Kirkcaldy Newliston & Redcraigs,S02001788,2010,425.06,Fife
Kirkcaldy Templehall West,S02001789,2010,769.24,Fife
Kirkcaldy Templehall East,S02001790,2010,1144.37,Fife
Kirkcaldy Dunnikier,S02001791,2010,82.75,Fife
Kirkcaldy Chapel,S02001792,2010,293.16,Fife
Kirkcaldy Hayfield & Smeaton,S02001793,2010,1096.57,Fife
Kirkcaldy Pathhead,S02001794,2010,1005.75,Fife
Kirkcaldy Gallatown & Sinclairtown,S02001795,2010,1277.51,Fife
Dysart,S02001796,2010,899.58,Fife
Wemyss,S02001797,2010,1218.58,Fife
Thornton & Kinglassie,S02001798,2010,901.63,Fife
Leslie & Newcastle,S02001799,2010,426.89,Fife
Glenrothes Macedonia & Tanshall,S02001800,2010,839.74,Fife
Glenrothes South Parks,S02001801,2010,573.64,Fife
Glenrothes Caskieberran & Rimbleton,S02001802,2010,508.26,Fife
Glenrothes Auchmuty,S02001803,2010,1314.25,Fife
Glenrothes Stenton & Finglassie,S02001804,2010,595.49,Fife
Glenrothes Pitteuchar,S02001805,2010,713.08,Fife
Glenrothes Woodside,S02001806,2010,193.93,Fife
Glenrothes Balgeddie & Town Park,S02001807,2010,96.31,Fife
Glenrothes Collydean,S02001808,2010,1037.1,Fife
Glenrothes Cadham & Pitcoudie,S02001809,2010,459.08,Fife
Glenrothes Balfarg Pitcairn & Coul,S02001810,2010,963.89,Fife
Markinch & Star,S02001811,2010,400.87,Fife
Windygates & Coaltown,S02001812,2010,429.06,Fife
"Buckhaven, Denbeath & Muiredge",S02001813,2010,1117.95,Fife
Methil Methilhill,S02001814,2010,943.54,Fife
Methil West,S02001815,2010,1126.29,Fife
Methil East,S02001816,2010,1248.22,Fife
Leven East,S02001817,2010,1758.86,Fife
Leven West,S02001818,2010,738.72,Fife
Leven North,S02001819,2010,484.43,Fife
Largo,S02001820,2010,540.94,Fife
Kennoway & Bonnybank,S02001821,2010,642.15,Fife
Kettle & Ladybank,S02001822,2010,246.88,Fife
Falkland & Freuchie,S02001823,2010,2089.31,Fife
Auchtermuchty & Gateside,S02001824,2010,149.53,Fife
Newburgh,S02001825,2010,526.99,Fife
Cupar West & Springfield,S02001826,2010,282.9,Fife
Cupar Central,S02001827,2010,462.41,Fife
Cupar East,S02001828,2010,387.59,Fife
Dairsie Ceres & Dunino,S02001829,2010,212.03,Fife
Elie Colinsburgh & Largoward,S02001830,2010,310.73,Fife
St Monans & Pittenweem,S02001831,2010,591.79,Fife
Anstruther,S02001832,2010,405.38,Fife
Crail & Boarhills,S02001833,2010,26.32,Fife
St Andrews South East,S02001834,2010,398.38,Fife
St Andrews Central,S02001835,2010,289.75,Fife
St Andrews South West,S02001836,2010,245.69,Fife
St Andrews North & Strathkinness,S02001837,2010,130.49,Fife
Leuchars & Guardbridge,S02001838,2010,219.34,Fife
Balmullo & Gauldry,S02001839,2010,270.76,Fife
Tayport,S02001840,2010,620.3,Fife
Newport & Wormit,S02001841,2010,213.12,Fife
Darnley East,S02001842,2010,1126.84,Greater Glasgow and Clyde
Darnley North,S02001843,2010,1900.77,Greater Glasgow and Clyde
Darnley West,S02001844,2010,429.1,Greater Glasgow and Clyde
Nitshill,S02001845,2010,3258.28,Greater Glasgow and Clyde
Crookston South,S02001846,2010,2230.41,Greater Glasgow and Clyde
Crookston North,S02001847,2010,1420.11,Greater Glasgow and Clyde
Pollok South & West,S02001848,2010,258.76,Greater Glasgow and Clyde
Pollok North & East,S02001849,2010,1949.07,Greater Glasgow and Clyde
Cardonald South & East,S02001850,2010,2538.91,Greater Glasgow and Clyde
Cardonald North,S02001851,2010,2382.98,Greater Glasgow and Clyde
Cardonald West & Central,S02001852,2010,1131.2,Greater Glasgow and Clyde
Penilee,S02001853,2010,1510.95,Greater Glasgow and Clyde
Hillington,S02001854,2010,1304.73,Greater Glasgow and Clyde
Drumoyne & Shieldhall,S02001855,2010,2588.12,Greater Glasgow and Clyde
Govan & Linthouse,S02001856,2010,3724.72,Greater Glasgow and Clyde
Craigton,S02001857,2010,1639.04,Greater Glasgow and Clyde
Mosspark,S02001858,2010,1136,Greater Glasgow and Clyde
Ibrox,S02001859,2010,4342.22,Greater Glasgow and Clyde
Ibrox East & Cessnock,S02001860,2010,2948.86,Greater Glasgow and Clyde
Kinning Park & Festival Park,S02001861,2010,1539.8,Greater Glasgow and Clyde
Kingston West & Dumbreck,S02001862,2010,1963.38,Greater Glasgow and Clyde
Pollokshields West,S02001863,2010,899.28,Greater Glasgow and Clyde
Pollokshields East,S02001864,2010,931.32,Greater Glasgow and Clyde
Govanhill West,S02001865,2010,1253.05,Greater Glasgow and Clyde
Govanhill East & Aikenhead,S02001866,2010,2549.69,Greater Glasgow and Clyde
Battlefield,S02001867,2010,1282.12,Greater Glasgow and Clyde
Strathbungo,S02001868,2010,1900.47,Greater Glasgow and Clyde
Maxwell Park,S02001869,2010,444.44,Greater Glasgow and Clyde
Shawlands West,S02001870,2010,1096.75,Greater Glasgow and Clyde
Shawlands East,S02001871,2010,1025.78,Greater Glasgow and Clyde
Langside,S02001872,2010,684.39,Greater Glasgow and Clyde
Pollokshaws,S02001873,2010,1986.36,Greater Glasgow and Clyde
Carnwadric West,S02001874,2010,2039.37,Greater Glasgow and Clyde
Carnwadric East,S02001875,2010,777.39,Greater Glasgow and Clyde
Newlands,S02001876,2010,565.73,Greater Glasgow and Clyde
Merrylee & Millbrae,S02001877,2010,491.2,Greater Glasgow and Clyde
Muirend & Old Cathcart,S02001878,2010,621.69,Greater Glasgow and Clyde
Carmunnock North,S02001879,2010,322.62,Greater Glasgow and Clyde
Carmunnock South,S02001880,2010,1065.17,Greater Glasgow and Clyde
Glenwood South,S02001881,2010,2831.67,Greater Glasgow and Clyde
Glenwood North,S02001882,2010,4305.53,Greater Glasgow and Clyde
Castlemilk,S02001883,2010,1933.73,Greater Glasgow and Clyde
Kingspark South,S02001884,2010,1135.13,Greater Glasgow and Clyde
Kingspark North,S02001885,2010,282.57,Greater Glasgow and Clyde
Cathcart,S02001886,2010,1505.71,Greater Glasgow and Clyde
Mount Florida,S02001887,2010,1415.14,Greater Glasgow and Clyde
Toryglen & Oatlands,S02001888,2010,1631.52,Greater Glasgow and Clyde
Gorbals & Hutchesontown,S02001889,2010,2419.37,Greater Glasgow and Clyde
Laurieston & Tradeston,S02001890,2010,4350.1,Greater Glasgow and Clyde
Calton & Gallowgate,S02001891,2010,1665.12,Greater Glasgow and Clyde
Bridgeton,S02001892,2010,2954.6,Greater Glasgow and Clyde
Dalmarnock,S02001893,2010,2488.26,Greater Glasgow and Clyde
Parkhead West & Barrowfield,S02001894,2010,5989.43,Greater Glasgow and Clyde
Parkhead East & Braidfauld North,S02001895,2010,2545.24,Greater Glasgow and Clyde
Braidfauld,S02001896,2010,2379.4,Greater Glasgow and Clyde
Shettleston South,S02001897,2010,788.87,Greater Glasgow and Clyde
Carmyle & Mount Vernon South,S02001898,2010,722.96,Greater Glasgow and Clyde
Mount Vernon North & Sandyhills,S02001899,2010,268.35,Greater Glasgow and Clyde
Baillieston West,S02001900,2010,1075.9,Greater Glasgow and Clyde
Baillieston East,S02001901,2010,862.3,Greater Glasgow and Clyde
Garrowhill West,S02001902,2010,324.89,Greater Glasgow and Clyde
Garrowhill East & Swinton,S02001903,2010,403.37,Greater Glasgow and Clyde
Easterhouse East,S02001904,2010,1237.26,Greater Glasgow and Clyde
Central Easterhouse,S02001905,2010,2964.42,Greater Glasgow and Clyde
"Garthamlock, Auchinlea & Gartloch",S02001906,2010,1134.12,Greater Glasgow and Clyde
North Barlanark & Easterhouse South,S02001907,2010,3744.2,Greater Glasgow and Clyde
Barlanark,S02001908,2010,2313.53,Greater Glasgow and Clyde
Greenfield,S02001909,2010,1119.26,Greater Glasgow and Clyde
Shettleston North,S02001910,2010,2333.58,Greater Glasgow and Clyde
Tollcross-Glasgow City,S02001911,2010,1741.36,Greater Glasgow and Clyde
Old Shettleston & Parkhead North,S02001912,2010,1570.35,Greater Glasgow and Clyde
Carntyne,S02001913,2010,1613.47,Greater Glasgow and Clyde
"Cranhill, Lightburn & Queenslie South",S02001914,2010,2157.08,Greater Glasgow and Clyde
Craigend & Ruchazie,S02001915,2010,1321.79,Greater Glasgow and Clyde
Riddrie & Hogganfield,S02001916,2010,1466.53,Greater Glasgow and Clyde
Blackhill & Barmulloch East,S02001917,2010,1723.94,Greater Glasgow and Clyde
Robroyston & Millerston,S02001918,2010,419.59,Greater Glasgow and Clyde
Balornock,S02001919,2010,894.87,Greater Glasgow and Clyde
Barmulloch,S02001920,2010,2410.53,Greater Glasgow and Clyde
Petershill,S02001921,2010,1953.89,Greater Glasgow and Clyde
Springburn,S02001922,2010,2550.85,Greater Glasgow and Clyde
Springburn East & Cowlairs,S02001923,2010,2115.26,Greater Glasgow and Clyde
Cowlairs & Port Dundas,S02001924,2010,1906.54,Greater Glasgow and Clyde
Sighthill,S02001925,2010,2313.74,Greater Glasgow and Clyde
"Roystonhill, Blochairn, & Provanmill",S02001926,2010,2141.88,Greater Glasgow and Clyde
Dennistoun North,S02001927,2010,1641.75,Greater Glasgow and Clyde
Alexandra Parade,S02001928,2010,2235.15,Greater Glasgow and Clyde
Carntyne West & Haghill,S02001929,2010,3208.49,Greater Glasgow and Clyde
Dennistoun,S02001930,2010,781.84,Greater Glasgow and Clyde
Gallowgate North & Bellgrove,S02001931,2010,2536.81,Greater Glasgow and Clyde
City Centre East-Glasgow City,S02001932,2010,2646.32,Greater Glasgow and Clyde
City Centre West-Glasgow City,S02001933,2010,2581.43,Greater Glasgow and Clyde
City Centre South,S02001934,2010,1405.25,Greater Glasgow and Clyde
Anderston,S02001935,2010,1294.65,Greater Glasgow and Clyde
Finnieston & Kelvinhaugh,S02001936,2010,1580.09,Greater Glasgow and Clyde
Woodlands,S02001937,2010,713.6,Greater Glasgow and Clyde
Woodside-Glasgow City,S02001938,2010,2047.04,Greater Glasgow and Clyde
Firhill,S02001939,2010,1319.73,Greater Glasgow and Clyde
Keppochhill,S02001940,2010,2610.03,Greater Glasgow and Clyde
Ruchill,S02001941,2010,754.52,Greater Glasgow and Clyde
Possil Park,S02001942,2010,2238.57,Greater Glasgow and Clyde
Milton West,S02001943,2010,1654.92,Greater Glasgow and Clyde
Milton East,S02001944,2010,1401.58,Greater Glasgow and Clyde
Summerston Central & West,S02001945,2010,1044.45,Greater Glasgow and Clyde
Summerston North,S02001946,2010,1080.45,Greater Glasgow and Clyde
Maryhill East,S02001947,2010,2142.59,Greater Glasgow and Clyde
Maryhill West,S02001948,2010,1835.2,Greater Glasgow and Clyde
Wyndford,S02001949,2010,2919.09,Greater Glasgow and Clyde
Kelvindale,S02001950,2010,321.74,Greater Glasgow and Clyde
North Kelvin,S02001951,2010,555.78,Greater Glasgow and Clyde
Kelvingrove & University,S02001952,2010,888.09,Greater Glasgow and Clyde
Hillhead-Glasgow City,S02001953,2010,1240.57,Greater Glasgow and Clyde
Glasgow Harbour & Partick South,S02001954,2010,1096.16,Greater Glasgow and Clyde
Partick,S02001955,2010,1054.34,Greater Glasgow and Clyde
Partickhill & Hyndland,S02001956,2010,278.05,Greater Glasgow and Clyde
Dowanhill,S02001957,2010,327.3,Greater Glasgow and Clyde
Kelvinside & Jordanhill,S02001958,2010,158.99,Greater Glasgow and Clyde
Broomhill,S02001959,2010,200.06,Greater Glasgow and Clyde
Victoria Park,S02001960,2010,197.48,Greater Glasgow and Clyde
Whiteinch,S02001961,2010,1640.29,Greater Glasgow and Clyde
Scotstoun North & East,S02001962,2010,807.1,Greater Glasgow and Clyde
Scotstoun South & West,S02001963,2010,2051.72,Greater Glasgow and Clyde
Yoker South,S02001964,2010,903.06,Greater Glasgow and Clyde
Yoker North,S02001965,2010,794.57,Greater Glasgow and Clyde
Knightswood West,S02001966,2010,1495.2,Greater Glasgow and Clyde
Knightswood East,S02001967,2010,1395.65,Greater Glasgow and Clyde
Knightswood Park West,S02001968,2010,901.45,Greater Glasgow and Clyde
Knightswood Park East,S02001969,2010,706.82,Greater Glasgow and Clyde
Anniesland East,S02001970,2010,388.15,Greater Glasgow and Clyde
Anniesland West,S02001971,2010,505.62,Greater Glasgow and Clyde
Blairdardie East,S02001972,2010,916.75,Greater Glasgow and Clyde
Blairdardie West,S02001973,2010,436.58,Greater Glasgow and Clyde
Drumchapel South,S02001974,2010,1420.38,Greater Glasgow and Clyde
Drumchapel North,S02001975,2010,1582.38,Greater Glasgow and Clyde
Drumry East,S02001976,2010,1401.46,Greater Glasgow and Clyde
Drumry West,S02001977,2010,1447.87,Greater Glasgow and Clyde
Lochaber West,S02001978,2010,945.84,Highland
Fort William North,S02001979,2010,1237.07,Highland
Fort William South,S02001980,2010,1216.41,Highland
Lochaber East & North,S02001981,2010,733.06,Highland
Badenoch & Strathspey South,S02001982,2010,402.34,Highland
Badenoch & Strathspey Central,S02001983,2010,378.11,Highland
Badenoch & Strathspey North,S02001984,2010,269.06,Highland
Nairn Rural,S02001985,2010,381.81,Highland
Nairn East,S02001986,2010,443.8,Highland
Nairn West,S02001987,2010,489.57,Highland
Inverness East Rural,S02001988,2010,198.78,Highland
Inverness Culloden & Balloch,S02001989,2010,218.07,Highland
Inverness Smithton,S02001990,2010,553.66,Highland
Inverness Westhill,S02001991,2010,360.88,Highland
Inverness Inshes,S02001992,2010,362.55,Highland
Inverness Slackbuie,S02001993,2010,435.3,Highland
Inverness Lochardil & Holm Mains,S02001994,2010,355.46,Highland
Inverness Drummond,S02001995,2010,1116.83,Highland
Inverness Hilton,S02001996,2010,1324.02,Highland
Inverness Drakies,S02001997,2010,294.67,Highland
"Inverness Central, Raigmore & Longman",S02001998,2010,2306.48,Highland
Inverness Crown & Haugh,S02001999,2010,417.66,Highland
Inverness Ballifeary & Dalneigh,S02002000,2010,938.56,Highland
Inverness Muirtown,S02002001,2010,1353.55,Highland
Inverness Merkinch,S02002002,2010,2455,Highland
Inverness Scorguie,S02002003,2010,443.72,Highland
Inverness Kinmylies & South West,S02002004,2010,921.25,Highland
Inverness West Rural,S02002005,2010,608.02,Highland
Loch Ness,S02002006,2010,269.56,Highland
Lochalsh,S02002007,2010,926.79,Highland
Skye South,S02002008,2010,1421.47,Highland
Skye North East,S02002009,2010,1680.34,Highland
Skye North West,S02002010,2010,948.21,Highland
Ross & Cromarty South West,S02002011,2010,238.63,Highland
Ross & Cromarty North West,S02002012,2010,268.98,Highland
Ross & Cromarty Central,S02002013,2010,273.68,Highland
Ross & Cromarty East,S02002014,2010,272.18,Highland
Muir of Ord,S02002015,2010,671.48,Highland
Conon,S02002016,2010,239.83,Highland
Dingwall,S02002017,2010,632.34,Highland
Black Isle South,S02002018,2010,246.94,Highland
Black Isle North,S02002019,2010,303.58,Highland
Alness,S02002020,2010,768.48,Highland
Invergordon,S02002021,2010,711.81,Highland
Seaboard,S02002022,2010,398.35,Highland
Tain,S02002023,2010,565.84,Highland
Sutherland South,S02002024,2010,661.16,Highland
Sutherland East,S02002025,2010,726.33,Highland
Caithness South,S02002026,2010,456.36,Highland
Wick South,S02002027,2010,2880.31,Highland
Wick North,S02002028,2010,833.89,Highland
Caithness North East,S02002029,2010,883.77,Highland
Caithness North West,S02002030,2010,585.64,Highland
Thurso East,S02002031,2010,1001.19,Highland
Thurso West,S02002032,2010,862.25,Highland
Sutherland North & West,S02002033,2010,594.15,Highland
Kilmacolm Central,S02002034,2010,465.44,Greater Glasgow and Clyde
"Kilmacolm, Quarriers, Greenock Upper East/Central",S02002035,2010,258.16,Greater Glasgow and Clyde
Inverkip & Wemyss Bay,S02002036,2010,169.09,Greater Glasgow and Clyde
"West Braeside, East Inverkip & West Gourock",S02002037,2010,239.93,Greater Glasgow and Clyde
Gourock Upper & West Central & Upper Larkfield,S02002038,2010,724.81,Greater Glasgow and Clyde
"Gourock Central, Upper East & IRH",S02002039,2010,1017.88,Greater Glasgow and Clyde
"Braeside, Branchton, Lower Larkfield & Ravenscraig",S02002040,2010,1460.63,Greater Glasgow and Clyde
"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",S02002041,2010,1943.46,Greater Glasgow and Clyde
"Gourock East, Greenock West & Lyle Road",S02002042,2010,499.67,Greater Glasgow and Clyde
Greenock West & Central,S02002043,2010,978,Greater Glasgow and Clyde
"Bow Farm, Barrs Cottage, Cowdenknowes & Overton",S02002044,2010,815.12,Greater Glasgow and Clyde
Greenock Upper Central,S02002045,2010,2562.9,Greater Glasgow and Clyde
Greenock Town Centre & East Central,S02002046,2010,2800.5,Greater Glasgow and Clyde
Greenock East,S02002047,2010,1334.63,Greater Glasgow and Clyde
"Port Glasgow Upper, West & Central",S02002048,2010,1092.27,Greater Glasgow and Clyde
"Port Glasgow Mid, East & Central",S02002049,2010,2004.03,Greater Glasgow and Clyde
Port Glasgow Upper East,S02002050,2010,1283.22,Greater Glasgow and Clyde
Rural South Midlothian,S02002051,2010,519.71,Lothian
Penicuik Southeast,S02002052,2010,299.46,Lothian
Penicuik Southwest,S02002053,2010,473.37,Lothian
Penicuik East,S02002054,2010,468.64,Lothian
Penicuik North,S02002055,2010,414.68,Lothian
